70,78,57,1,111.3,88.026
70,78,57,1,60.368,63.077
70,78,57,1,52.385,60.247
70,78,57,1,76.286,36.203
70,78,57,1,77.131,36.786
70,97,30,1,111.3,60.247
70,97,30,1,77.131,36.203
70,97,30,1,77.702,25.054
70,96,90,1,53.531,115.38
70,96,90,1,60.368,60.247
70,96,90,1,111.3,88.026
70,58,28,1,77.131,36.786
70,58,28,1,76.286,36.203
70,58,28,1,77.702,25.054
70,28,73,1,60.368,115.38
70,28,73,1,53.531,88.026
70,28,73,1,17.318,54.848
70,28,73,1,41.804,63.077
70,28,73,1,52.385,67.091
70,9,15,1,32.052,38.75
70,9,15,1,30.181,30.955
70,9,15,1,-1,26.956
70,9,15,1,36.115,-128.27
70,9,15,1,45.409,-23.387
70,88,8,1,77.702,25.054
70,88,8,1,45.409,-23.387
70,56,37,1,52.385,63.077
70,56,37,1,41.804,54.848
70,56,37,1,30.181,26.956
70,56,37,1,32.052,30.955
70,56,37,1,76.286,36.786
70,0,13,1,-1,70.807
70,0,13,1,-71.862,38.75
70,0,13,1,36.115,-128.27
70,20,79,1,53.531,115.38
70,20,79,1,-71.862,67.091
70,20,79,1,17.318,70.807
70,19,55,1,17.318,70.807
70,19,55,1,-71.862,67.091
70,19,55,1,-1,30.955
70,19,55,1,30.181,38.75
70,19,55,1,41.804,54.848
80,60,22,2,84.007,42
80,60,22,2,79.525,38.971
80,60,22,2,25,33.83
80,60,22,2,47,20
80,60,22,2,72.618,20
80,62,58,2,81.154,69.092
80,62,58,2,25,38.971
80,62,58,2,79.525,42
80,59,7,2,67.764,13.182
80,59,7,2,52,11.749
80,59,7,2,52,7.75
80,59,7,2,68.762,-6.2184
80,54,1,2,52,7.75
80,54,1,2,68.762,-6.2184
80,99,56,2,81.154,69.092
80,99,56,2,79.525,33.83
80,99,56,2,84.007,38.971
80,60,18,2,72.618,20
80,60,18,2,47,20
80,60,18,2,52,11.749
80,60,18,2,67.764,13.182
80,78,91,2,81.154,69.092
80,45,7,2,52,42
80,45,7,2,52,20
80,45,7,2,47,13.182
80,45,7,2,25,7.75
80,77,8,2,84.007,33.83
80,77,8,2,72.618,20
80,77,8,2,67.764,11.749
80,77,8,2,68.762,-6.2184
70,5,48,1,33.019,58.926
70,70,77,1,55.812,51.008
70,36,29,1,61.795,59.468
70,36,29,1,55.812,58.926
70,36,29,1,43.868,51.008
70,36,29,1,33.019,40.149
70,33,89,1,43.868,59.468
70,88,30,1,61.795,40.149
70,85,56,1,55.812,51.008
80,20,64,2,17.101,30.766
80,49,21,2,17.101,30.766
80,30,0,2,17.101,30.766
